judul_film,genre,tahun_rilis,sutradara
The Tarix Jabrix 3,"
Comedy, Drama            ",2011,Iqbal Rais
Dilema,"
Crime, Drama            ",2011,Adilla Dimitri
Lovely Man,"
Drama            ",2011,Teddy Soeriaatmadja
The Mentalist,"
Action            ",2011,Walmer Sitohang
Get Married 3,"
Comedy            ",2011,Monty Tiwa
Kejarlah Jodoh Kau Kutangkap,"
Comedy            ",2011,Indrayanto Kurniawan
Kepergok Pocong,"
Comedy, Horror            ",2011,Nayato Fio Nuala
Diaries of Letters to God,"
Biography, Drama, History            ",2011,Harris Nizam
A Kick from the Sky,"
Drama            ",2011,Hanung Bramantyo
True Love,"
Drama            ",2011,Dedi Setiadi
Tumbal Jailangkung,"
Horror            ",2011,Nayato Fio Nuala
The Gathering! 2,"
Comedy, Drama            ",2011,Nia Di Nata
Keranda Kuntilanak,"
Comedy, Horror            ",2011,Nayato Fio Nuala
Masih Bukan Cinta Biasa,"
Drama            ",2011,Benni Setiawan
Mati Muda di Pelukan Janda,"
Comedy            ",2011,Helfi C.H. Kardit
Tarung: City of the Darkness,"
Action            ",2011,Nayato Fio Nuala
Arwah Kuntilanak Duyung,"
Comedy, Horror, Mystery            ",2011,Yoyok Subagyo
"Dad, Why Am I Different?","
Drama            ",2011,Findo Purwono
Bukan Pocong Biasa,"
Comedy, Horror            ",2011,Nayato Fio Nuala
Euphoria,"
Comedy, Drama            ",2011,Pandu Birantoro
Hafalan Shalat Delisa,"
Drama, Family            ",2011,Soni Gaokasak
Kalung Jailangkung,"
Horror            ",2011,Nayato Fio Nuala
Kehormatan di Balik Kerudung,"
Drama            ",2011,Tya Subiakto Satrio
Langit Biru,"
Comedy, Drama, Family            ",2011,Lasja Fauzia
Mudik lebaran,"
Comedy            ",2011,Muchyar Syamas
My Blackberry Girlfriend,"
Comedy, Drama            ",2011,Findo Purwono
Pacar Hantu Perawan,"
Comedy, Horror            ",2011,Yoyok Subagyo
Pengejar Angin,"
Drama            ",2011,Hanung Bramantyo
Perempuan² Liar,"
Comedy, Drama            ",2011,Rako Prijanto
Pocong Kesetanan!,"
Comedy, Horror            ",2011,Nayato Fio Nuala
Pocong Minta Kawin,"
Comedy, Horror            ",2011,Nayato Fio Nuala
Poconggg Juga Pocong,"
Comedy, Horror            ",2011,Nayato Fio Nuala
Sajadah Ka'bah,"
Action, Drama            ",2011,Rhoma Irama
Semesta Mendukung,"
Drama, Family            ",2011,John de Rantau
Setannya Kok Masih Ada,"
Comedy, Horror            ",2011,Muchyar Syamas
The Perfect House,"
Thriller            ",2011,Affandi Abdul Rachman
X - The Last Moment,"
Action            ",2011,Bambi Martantio
Anjing Hutan,"
Drama            ",2011,Pandu Adjisurya
Laskar anak Palau,"
Drama            ",2011,Aris Satra
18++: Forever Love,"
Drama            ",2012,Nayato Fio Nuala
Penganten Pocong,"
Horror            ",2012,Arie Azis
Potong Bebek Angsa,"
Action, Comedy            ",2012,Alyandra
Postcards from the Zoo,"
Drama            ",2012,Edwin
Pulau Hantu 3,"
Horror            ",2012,Jose Poernomo
Ummi Aminah,"
Drama            ",2012,Aditya Gumay
Xia aimei,"
Drama            ",2012,Alyandra
My Last Love,"
Drama            ",2012,Nayato Fio Nuala
Kafan Sundel Bolong,"
Horror            ",2012,Yoyok Subagyo
Mother Keder: Emakku Ajaib Bener,"
Comedy, Drama            ",2012,Eko Nobel
"Sule, Ay Need You","
Comedy            ",2012,Cuk Fk
Parts of the Heart,"
Drama, Romance            ",2012,Paul Agusta
3 Pocong Idiot,"
Comedy, Horror            ",2012,Nayato Fio Nuala
"Bring Me the Moon, Mom","
Drama, Family, Fantasy            ",2012,Ifa Isfansyah
Bila,"
Drama            ",2012,Nayato Fio Nuala
BrokenHearts,"
Drama, Romance            ",2012,Helfi C.H. Kardit
Cinta di Saku Celana,"
Comedy, Drama            ",2012,Fajar Nugros
Di Timur Matahari,"
Drama, Family            ",2012,Ari Sihasale
Negeri 5 Menara,"
Adventure, Drama, Family            ",2012,Affandi Abdul Rachman
An Angel Without Wings,"
Drama            ",2012,Rako Prijanto
Republic of Twitter,"
Drama            ",2012,Kuntz Agus
Rumah Hantu Pasar Malam,"
Horror            ",2012,Arie Azis
Soegija,"
Biography, Drama, History            ",2012,Garin Nugroho
Seandainya,"
Drama            ",2012,Nayato Fio Nuala
Keumala,"
Drama            ",2012,Andi Pulung Waluyo
Santet Kuntilanak,"
Horror            ",2012,Nayato Fio Nuala
Hi5teria,"
Horror, Mystery            ",2012,Harvan Agustriansyah
Cherrybelle: Love Is U,"
Drama, Musical            ",2012,Hanny Saputra
Bangkit dari Kubur,"
Horror            ",2012,Nayato Fio Nuala
The Blindfold,"
Drama            ",2012,Garin Nugroho
Enak Sama Enak,"
Comedy            ",2012,Nayato Fio Nuala
Kung Fu Pocong Perawan,"
Comedy, Horror            ",2012,Yoyok Subagyo
Sanubari Jakarta,"
Drama            ",2012,Lola Amaria
Kuntilanak-Kuntilanak,"
Horror            ",2012,Nayato Fio Nuala
Nenek Gayung,"
Comedy, Horror            ",2012,Nuri Dahlia
Peculiar Vacation and Other Illnesses,"
Drama            ",2012,Yosep Anggi Noen
Jenderal Kancil: The Movie,"
Comedy, Drama            ",2012,Harry Suharyadi
Brandal-Brandal Ciliwung,"
Drama            ",2012,Guntur Soeharjanto
Tanah Surga... Katanya,"
Drama            ",2012,Herwin Novianto
Paper Boat,"
Drama, Romance            ",2012,Hanung Bramantyo
Kakek Cangkul,"
Comedy, Horror            ",2012,Nuri Dahlia
Hattrick,"
Action, Comedy, Drama            ",2012,Robert Ronny
Rumah Bekas Kuburan,"
Horror            ",2012,Irwan Siregar
Sampai Ujung Dunia,"
Drama            ",2012,Monty Tiwa
Belenggu,"
Horror, Mystery, Thriller            ",2012,Upi Avianto
Rumah di Seribu Ombak,"
Drama            ",2012,Erwin Arnada
Petualangan Singa Pemberani,"
Animation, Family            ",2012,Lee Croudy
Test Pack,"
Comedy, Drama, Romance            ",2012,Monty Tiwa
Mama Cake,"
Comedy, Drama            ",2012,Anggy Umbara
Radio Galau FM,"
Comedy, Drama            ",2012,Iqbal Rais
Fallin' in Love,"
Drama            ",2012,Findo Purwono
"Rayya, Cahaya di Atas Cahaya","
Drama            ",2012,Viva Westi
Kutukan Arwah Santet,"
Horror            ",2012,Hanny Mustofa
Misteri Pasar Kaget,"
Drama, Horror            ",2012,Wimbadi J.P.
Rumah Kentang,"
Horror            ",2012,Jose Poernomo
Loe Gue End,"
Drama            ",2012,Awi Suryadi
Atambua 39° Celsius,"
Drama            ",2012,Riri Riza
Rumah dan Musim Hujan,"
Comedy, Drama, Horror            ",2012,Ifa Isfansyah
Nagasari,"
Drama, Family, Music            ",2012,Christopher Hanno
Habibie & Ainun,"
Biography, Drama, Romance            ",2012,Faozan Rizal
Paper Boat 2,"
Drama, Romance            ",2012,Hanung Bramantyo
Bangkitnya Suster Gepeng,"
Horror            ",2012,K. Team
Stepping on the Flying Grass,"
Drama            ",2012,Eugene Panji
Pacarku Kuntilanak Kembar,"
Horror            ",2012,Nuri Dahlia
Tali Pocong Perawan 2,"
Horror            ",2012,Volkan Maida
5 cm,"
Adventure, Drama, Romance            ",2012,Rizal Mantovani
Dendam dari Kuburan,"
Horror            ",2012,Nayato Fio Nuala
Bidadari-Bidadari Surga,"
Drama            ",2012,Soni Gaokasak
Pasukan Kapiten,"
Action, Drama            ",2012,Rudy Soedjarwo
Hello Goodbye,"
Drama            ",2012,Titien Wattimena
Cinta Tapi Beda,"
Drama, Romance            ",2012,Hanung Bramantyo
Cinta Suci Zahrana,"
Drama            ",2012,Chaerul Umam
The House at a Thousand Waves,"
Drama, Family            ",2012,Erwin Arnada
I Love You Masbro,"
Drama            ",2012,Raymond Handaya
Toilet Blues,"
Drama            ",2012,Dirmawan Hatta
Sang Martir,"
Action, Drama            ",2012,Helfi C.H. Kardit
Demi Ucok,"
Drama            ",2012,Sammaria Simanjuntak
Langit Ke-7,"
Drama            ",2012,Rudy Soedjarwo
Hati Ke Hati,"
Drama            ",2013,Reka Wijaya
Mengejar Setan,"
Horror            ",2013,Nayato Fio Nuala
Make Money,"
Comedy            ",2013,Sean Monteiro
Bangkit dari Lumpur,"
Horror            ",2013,Irwan Ibon Baihaki
Slank Nggak Ada Matinya,"
Comedy, Drama, Music            ",2013,Fajar Bustomi
Taman Lawang,"
Comedy, Horror            ",2013,Aditya Gumay
3 Cewek Petualang,"
Adventure, Thriller            ",2013,Chiska Doppert
Kerasukan,"
Horror            ",2013,Chiska Doppert
Isyarat,"
Drama            ",2013,Adhyatmika
Di Sini Ada Yang Mati,"
Crime, Horror, Mystery            ",2013,Nayato Fio Nuala
Nightmare Side,"
Horror            ",2013,Intan Rizky Mutiaz
Adriana,"
Drama, Mystery, Romance            ",2013,Fajar Nugros
The Grudge of Rell Bintaro's Soul,"
Horror            ",2013,Wisnu Kuncoro
Innocence,"
Fantasy, Horror, Mystery            ",2013,Hilary Brougher
Go Eight,"
Action, Drama, Sport            ",2013,Andibachtiar Yusuf
Sang Pialang,"
Drama            ",2013,Asad Amar
What They Don't Talk About When They Talk About Love,"
Drama, Romance            ",2013,Mouly Surya
Something in the Way,"
Drama            ",2013,Teddy Soeriaatmadja
Mika,"
Drama, Romance            ",2013,Lasja Fauzia
Air Terjun Pengantin Phuket,"
Horror, Thriller            ",2013,Rizal Mantovani
True Heart,"
Action, Drama            ",2013,Ismail Sofyan Sani
Rectoverso,"
Action, Drama, Romance            ",2013,Olga Lydia
Operation Wedding,"
Comedy, Drama, Romance            ",2013,Monty Tiwa
Cipularang's Mystery,"
Horror            ",2013,Dede Ferdinand
The Empire's Throne,"
Action, Drama, History            ",2013,Nirattisai Kaljareuk
Sule Detektif Tokek,"
Comedy            ",2013,Reka Wijaya
Hasduk Berpola,"
Drama            ",2013,Harris Nizam
KM 97,"
Horror            ",2013,Jose Poernomo
Madre,"
Drama            ",2013,Benni Setiawan
Tampan Tailor,"
Drama            ",2013,Guntur Soeharjanto
Bangun Lagi Dong Lupus,"
Comedy, Drama, Romance            ",2013,Benni Setiawan
Pokun Roxy,"
Comedy, Horror            ",2013,Boy Rano
Finding Srimulat,"
Comedy, Drama            ",2013,Charles Gozali
Mursala,"
Drama            ",2013,Viva Westi
Kisah 3 Titik,"
Drama            ",2013,Bobby Prabowo
Someone's Wife in the Boat of Someone's Husband,"
Drama            ",2013,Edwin
308,"
Horror, Mystery, Thriller            ",2013,Jose Poernomo
The Robbers,"
Action, Drama            ",2013,Hanung Bramantyo
Cinta Brontosaurus,"
Comedy, Drama, Romance            ",2013,Fajar Nugros
Kembalinya Nenek Gayung,"
Comedy, Horror            ",2013,Shakuntala
Coboy Junior: The Movie,"
Drama, Musical            ",2013,Anggy Umbara
The Clerics,"
Action, Biography, Drama            ",2013,Rako Prijanto
Cinta Dalam Kardus,"
Comedy, Romance            ",2013,Salman Aristo
Cinta dari Wamena,"
Drama            ",2013,Lasja Fauzia
Jokowi,"
Biography, Drama            ",2013,Azhar Kinoi Lubis
Soekarno,"
Biography, History            ",2013,Hanung Bramantyo
Bismillah Aku Mencintaimu,"
Drama            ",2013,Asep Kusdinar
La tahzan,"
Drama, Romance            ",2013,Danial Rifki
Berlian Si Etty,"
Comedy, Drama            ",2013,Dimas Adi Pratama
"Hope God Loves You, Mom","
Adventure, Drama, Fantasy            ",2013,Jose Poernomo
Romantini,"
Drama            ",2013,Monty Tiwa
Get M4rried,"
Comedy            ",2013,Monty Tiwa
Wanita Tetap Wanita,"
Drama            ",2013,Irwansyah
Tiga sekawan: Iiih... hantu...!,"
Adventure, Drama, Family            ",2013,Ivan Alvameiz
The Legend of Trio Macan,"
Action, Comedy            ",2013,Billy Christian
Tak Sempurna,"
Action, Comedy, Drama            ",2013,Herman Panca
Rocket Rain,"
Drama            ",2013,Anggun Priambodo
Optatissimus,"
Drama            ",2013,Dirmawan Hatta
Leher Angsa,"
Family            ",2013,Ari Sihasale
Half Past Love,"
Drama            ",2013,Ody C. Harahap
Refrain,"
Drama, Romance            ",2013,Fajar Nugros
Sokola Rimba,"
Biography, Drama            ",2013,Riri Riza
Salisiah Adaik,"
Drama            ",2013,Ferdinand Almi
99 Cahaya di Langit Eropa,"
Adventure, Drama            ",2013,Guntur Soeharjanto
Manusia Setengah Salmon,"
Comedy, Romance            ",2013,Herdanius Larobu
Kemasukan Setan,"
Horror            ",2013,Muhammad Yusuf
Laura & Marsha,"
Drama            ",2013,Dinna Jasanti
Air Mata Terakhir Bunda,"
Drama            ",2013,Endri Pelita
Honeymoon,"
Comedy            ",2013,Findo Purwono
Crazy Love,"
Romance            ",2013,Guntur Soeharjanto
Mantan Terindah,"
Drama            ",2014,Farishad I. Latjuba
7 Misi Rahasia Sophie,"
Drama            ",2014,Billy Christian
Hantu Pohon Boneka,"
Horror            ",2014,Nayato Fio Nuala
Tumbal 97,"
Horror            ",2014,Hanny Mustofa
Bajaj Bajuri the Movie,"
Action, Comedy            ",2014,Fajar Nugros
Kamar 207,"
Horror            ",2014,Chiska Doppert
After School Horror,"
Horror            ",2014,Nayato Fio Nuala
17 Tahun Ke Atas,"
Drama            ",2014,Nayato Fio Nuala
Hantu Merah Casablanca,"
Horror            ",2014,Dedy Mercy
Para Pemburu Gajah,"
Adventure, Family            ",2014,Hermawan Rianto
The Raid 2,"
Action, Crime, Thriller            ",2014,Gareth Evans
Legend of the East,"
Action, Drama, History            ",2014,Nirattisai Kaljareuk
12 Menit,"
Drama, Family, Music            ",2014,Hanny Saputra
"The Sun, the Moon, & the Hurricane","
Drama, Romance            ",2014,Andri Cung
Cherrybelle: Crush,"
Comedy, Drama, Musical            ",2014,Rizal Mantovani
Suka-Suka Super 7: Habis Gelap Menuju Terang,"
Drama, Family, Musical            ",2014,Geri Busye
Comic 8,"
Action, Comedy            ",2014,Anggy Umbara
Lembur,"
Horror            ",2014,Hanny Mustofa
Street Society,"
Action            ",2014,Awi Suryadi
2014,"
Action            ",2014,Hanung Bramantyo
Oo Nina Bobo,"
Horror            ",2014,Jose Poernomo
3 Nafas Likas,"
Drama            ",2014,Rako Prijanto
Mall Klender,"
Horror, Thriller            ",2014,David Purnomo
Tabula Rasa,"
Drama            ",2014,Adriyanto Dewo
Hijabers in Love,"
Romance            ",2014,Ario Rubbik
In the Absence of the Sun,"
Drama            ",2014,Lucky Kuswandi
We Are Moluccans,"
Biography, Drama, History            ",2014,Angga Dwimas Sasongko
Mari Lari,"
Drama, Sport            ",2014,Delon Tio
Hijrah Cinta,"
Biography, Drama            ",2014,Alfie Alfandi
Rumah Gurita,"
Drama, Horror, Mystery            ",2014,Jose Poernomo
Siti,"
Drama            ",2014,Eddie Cahyono
Supernova,"
Drama, Mystery, Romance            ",2014,Rizal Mantovani
Golden Cane Warrior,"
Action, Adventure, Drama            ",2014,Ifa Isfansyah
7 Hari 24 Jam,"
Drama, Romance            ",2014,Fajar Nugros
Runaway,"
Action, Crime, Drama            ",2014,Guntur Soeharjanto
I You & KUA,"
Comedy, Drama, Romance            ",2014,Monty Tiwa
Unlimited Love,"
Drama            ",2014,Haryanto Corakh
3600 Detik,"
Drama, Romance            ",2014,Nayato Fio Nuala
Ma'rifat Cinta,"
Drama            ",2014,Fernes Feriana
Mentari Dari Kurau,"
Drama            ",2014,Revo Rurut
Merry Riana: Mimpi Sejuta Dolar,"
Biography, Comedy, Drama            ",2014,Hestu Saputra
Tak Kemal Maka Tak Sayang,"
Comedy            ",2014,Fajar Bustomi
Angker,"
Horror            ",2014,Muhammad Yusuf
Pink Guinea Pig,"
Comedy, Romance            ",2014,Raditya Dika
Assalamualaikum Beijing,"
Drama, Romance            ",2014,Guntur Soeharjanto
My Idiot Brother,"
Drama            ",2014,Alyandra
Remember When,"
Drama, Romance            ",2014,Fajar Bustomi
Kukejar Cinta ke Negeri Cina,"
Comedy, Drama, Romance            ",2014,Fajar Bustomi
Seputih Cinta Melati,"
Drama, Family            ",2014,Ari Sihasale
Strawberry Surprise,"
Drama, Romance            ",2014,Hanny Saputra
Danau Hitam,"
Horror            ",2014,Jose Poernomo
Negeri Tanpa Telinga,"
Drama            ",2014,Lola Amaria
Viva JKT48,"
Comedy, Drama            ",2014,Awi Suryadi
Haji Backpacker,"
Adventure, Drama            ",2014,Danial Rifki
Olga & Billy Lost in Singapore,"
Adventure, Comedy            ",2014,Ronny Mepet
Malam Minggu Miko Movie,"
Comedy            ",2014,Raditya Dika
99 Cahaya di Langit Eropa Part 2,"
Adventure, Drama            ",2014,Guntur Soeharjanto
Jokowi Adalah Kita,"
Biography, Drama            ",2014,Ronny Mepet
Erau Kota Raja,"
Drama            ",2015,Bambang Drias
Takut: Tujuh Hari Bersama Setan,"
Horror            ",2015,Nayato Fio Nuala
Palasik,"
Horror            ",2015,Dedy Mercy
Penghuni Lain,"
Horror            ",2015,Roman Malik
Tes Nyali,"
Horror            ",2015,Vijei Alfajr
Catatan Akhir Kuliah,"
Drama            ",2015,Jay Sukmo
LDR,"
Drama, Romance            ",2015,Guntur Soeharjanto
LDR 2: Where Is My Romeo,"
Drama, Romance            ",2015,Guntur Soeharjanto
Three Ladies,"
Comedy, Drama, Fantasy            ",2015,Ardy Octaviand
99% Muhrim: Get Married 5,"
Comedy            ",2015,Fajar Bustomi
Air Mata Surga,"
Drama            ",2015,Hestu Saputra
Si Jago Merah 2: Air & Api,"
Action, Comedy, Drama            ",2015,Raymond Handaya
Komedi Moderen Gokil,"
Comedy            ",2015,Cuk Fk
Horror House,"
History, Horror            ",2015,Nayato Fio Nuala
Bidadari Terakhir,"
Drama            ",2015,Awi Suryadi
Miracle: Jatuh dari Surga,"
Drama            ",2015,Wisnu Adi
Hagesu (Hantu Gendong Susu),"
Horror            ",2015,Dedy Mercy
Kastil Tua,"
Horror            ",2015,Chiska Doppert
Dejavu: Ajian Puter Giling,"
Horror            ",2015,Hanny Saputra
Kesurupan Jumat Kliwon,"
Horror            ",2015,George Hutabarat
Relationshit,"
Comedy            ",2015,Herdanius Larobu
Youtubers,"
Comedy, Romance            ",2015,Jovial Da Lopez
Anak Kos Dodol,"
Drama            ",2015,Eman Pradipta
Cabe-Cabean,"
Drama            ",2015,Endri Pelita
November Tenth,"
Animation, Action, Adventure            ",2015,Aryanto Yuniawan
Sagarmatha,"
Adventure, Drama            ",2015,Emil Heradi
Midnight,"
Comedy            ",2015,Cuk Fk
Love & Faith,"
Biography, Drama            ",2015,Benni Setiawan
Pizza Man,"
Action, Comedy            ",2015,Ceppy Gober
When Will You Get Married?,"
Comedy, Romance            ",2015,Ody C. Harahap
Tuyul: Part 1,"
Horror            ",2015,Billy Christian
Tarot,"
Drama, Horror, Mystery            ",2015,Jose Poernomo
From Seoul to Jakarta,"
Drama            ",2015,Damien Dematra
Negeri Van Oranje,"
Adventure, Drama, Romance            ",2015,Endri Pelita
Filosofi Kopi,"
Drama            ",2015,Angga Dwimas Sasongko
Another Trip to the Moon,"
Drama, Fantasy            ",2015,Ismail Basbeth
Jakarta Ghost Seeker,"
Horror            ",2015,Rico M. Bradley
Wewe,"
Horror            ",2015,Rizal Mantovani
Guru Bangsa Tjokroaminoto,"
Biography, Drama, History            ",2015,Garin Nugroho
Mencari Hilal,"
Adventure, Drama            ",2015,Ismail Basbeth
Clown of the Dead,"
Horror, Thriller            ",2015,Awi Suryadi
The Wedding & Bebek Betutu,"
Comedy            ",2015,Hilman Mutasi
A Copy of My Mind,"
Drama            ",2015,Joko Anwar
Lily Bunga Terakhirku,"
Drama, Thriller            ",2015,Indra Birowo
Cinta Selamanya,"
Drama, Romance            ",2015,Fajar Nugros
Comic 8: Casino Kings Part 1,"
Action, Comedy            ",2015,Anggy Umbara
The Heaven None Missed,"
Drama, Romance            ",2015,Kuntz Agus
Cai Lan Gong,"
Horror            ",2015,David Purnomo
Single,"
Comedy, Romance            ",2015,Raditya Dika
Bulan Terbelah di Langit Amerika,"
Adventure, Drama            ",2015,Rizal Mantovani
"3: Alif, Lam, Mim","
Action, Drama, Thriller            ",2015,Anggy Umbara
Misterius,"
Horror            ",2015,Muhammad Yusuf
Segi3Hati,"
Romance            ",2015,Adi Wijananda
#66,"
Action            ",2015,Asun Mawardi
Nay,"
Drama            ",2015,Djenar Maesa Ayu
SkakMat,"
Action, Comedy            ",2015,Ody C. Harahap
Cakra Buana,"
Drama, Music, Musical            ",2015,Massimo Burhanuddin
Jendral Soedirman,"
Action, Biography, History            ",2015,Viva Westi
Sunshine Becomes You,"
Comedy, Drama, Romance            ",2015,Rocky Soraya
Epen Cupen the Movie,"
Comedy            ",2015,Irham Acho Bahtiar
Rock N Love,"
Drama            ",2015,Hedy Suryawan
Nada Untuk Asa,"
Drama, Family            ",2015,Charles Gozali
Melancholy Is A Movement,"
Drama            ",2015,Richard Oh
About A Woman,"
Drama            ",2015,Teddy Soeriaatmadja
Turis Romantis,"
Romance            ",2015,Senoaji Julius
Ayat-Ayat Adinda,"
Drama            ",2015,Hestu Saputra
Hijab,"
Comedy, Drama            ",2015,Hanung Bramantyo
Ngenest,"
Comedy            ",2015,Ernest Prakasa
Heart Beat,"
Drama            ",2015,Hadrah Daeng Ratu
Toba Dreams,"
Drama            ",2015,Benni Setiawan
Gangster,"
Action, Thriller            ",2015,Fajar Nugros
Magic Hour,"
Drama, Romance            ",2015,Asep Kusdinar
Love You... Love You Not,"
Comedy, Drama, Romance            ",2015,Sridhar Jetty
Behind 98,"
Drama, History, Thriller            ",2015,Lukman Sardi
Kakak,"
Horror            ",2015,Ivander Tedjasukmana
CJR the Movie: Lawan Rasa Takutmu,"
Drama, Musical            ",2015,Patrick Effendy
Black Honeymoon,"
Thriller            ",2015,Hengky Kurniawan Chova
Warisan Olga,"
Adventure, Comedy            ",2015,Raymond Handaya
Ada Surga di Rumahmu,"
Drama            ",2015,Aditya Gumay
Garuda Superhero,"
Action, Fantasy            ",2015,X. Jo
Romeo + Rinjani,"
Adventure, Drama, Romance            ",2015,Fajar Bustomi
Tausiyah Cinta,"
Romance            ",2016,Humar Hadi
Romansa: Gending Cinta di Tanah Turki,"
Drama            ",2016,Bambang Drias
Juara,"
Action            ",2016,Charles Gozali
Jilbab Traveler: Love Sparks in Korea,"
Drama, Romance            ",2016,Guntur Soeharjanto
Wa'alaikumussalam Paris,"
Comedy, Drama, Romance            ",2016,Benni Setiawan
Hantu Cantik Kok Ngompol,"
Horror            ",2016,Emil G. Hampp
Dilarang Masuk!,"
Horror            ",2016,Nayato Fio Nuala
London Love Story,"
Drama, Romance            ",2016,Asep Kusdinar
Komedi Gokil 2,"
Comedy            ",2016,Cuk Fk
Dreams,"
Biography, Drama            ",2016,Guntur Soeharjanto
Melbourne Rewind,"
Drama, Romance            ",2016,Danial Rifki
Ada Cinta Di SMA,"
Drama, Musical, Romance            ",2016,Patrick Effendy
#Modus,"
Comedy            ",2016,Fajar Bustomi
Sawadikap,"
Horror            ",2016,Andreas Sullivan
Rumah Pasung,"
Horror            ",2016,Nayato Fio Nuala
Raksasa Dari Jogja,"
Drama            ",2016,Monty Tiwa
Surat Untukmu,"
Drama, Mystery            ",2016,Harris Nizam
Untuk Angeline,"
Drama            ",2016,Jito Banyu
Cahaya Cinta Pesantren,"
Comedy, Drama            ",2016,Raymond Handaya
Midnight Show,"
Action, Crime, Horror            ",2016,Ginanti Rona Tembang Sari
Adrenaline,"
Horror            ",2016,Dwi Ilalang
Flutter Echoes and Notes Concerning Nature,NA,2016,Amir Pohan
My Journey: Mencari Mata Air,"
Adventure            ",2016,Joko Nugroho
Comic 8: Casino Kings Part 2,"
Action, Comedy            ",2016,Anggy Umbara
Stay with Me,"
Drama            ",2016,Rudy Soedjarwo
Headshot,"
Action, Drama, Thriller            ",2016,Kimo Stamboel
Super Didi,"
Comedy, Drama, Family            ",2016,Hadrah Daeng Ratu
Iseng,"
Drama            ",2016,Adrian Tang
Talak 3,"
Comedy, Drama            ",2016,Ismail Basbeth
My Stupid Boss,"
Comedy            ",2016,Upi Avianto
The Window,"
Drama            ",2016,Nurman Hakim
Algojo: Perang Santet,"
Action            ",2016,Rudy Soedjarwo
Sabtu Bersama Bapak,"
Drama            ",2016,Monty Tiwa
Kurung Manuk (Bird Cage),"
Crime, Romance            ",2016,Sigit Pradityo
Ketika Mas Gagah Pergi the Movie,"
Drama            ",2016,Firman Syah
Sundul Gan: The Story of Kaskus,"
Biography, Comedy, Drama            ",2016,Naya Anindita
Indera ke Enam,"
Thriller            ",2016,Wisnu Kuncoro
What's Up with Cinta 2,"
Drama, Romance            ",2016,Riri Riza
Triangle the Dark Side,"
Action            ",2016,Deddy Corbuzier
Jagoan Instan,"
Action, Adventure, Comedy            ",2016,Fajar Bustomi
The Professionals,"
Action, Crime            ",2016,Affandi Abdul Rachman
The Postman and Kartini,"
Drama, History, Romance            ",2016,Azhar Kinoi Lubis
Koala Kumal,"
Comedy, Romance            ",2016,Raditya Dika
Firegate,"
Adventure, Fantasy, Horror            ",2016,Rizal Mantovani
Uang Panai' Maha(r)l,"
Comedy, Drama, Romance            ",2016,Halim Gani Safia Asril Sani
Rudy Habibie,"
Biography, Drama, Romance            ",2016,Hanung Bramantyo
Warkop DKI Reborn: Jangkrik Boss Part 1,"
Adventure, Comedy            ",2016,Anggy Umbara
Terpana,"
Drama            ",2016,Richard Oh
ILY from 38.000 Ft,"
Drama, Romance            ",2016,Asep Kusdinar
I Am Hope,"
Drama            ",2016,Adilla Dimitri
Emma' (Mother),"
Biography, Drama            ",2016,Riri Riza
3 Srikandi,"
Biography, Drama, Sport            ",2016,Iman Brotoseno
The Doll,"
Horror, Thriller            ",2016,Rocky Soraya
Letters from Prague,"
Drama, Musical, Romance            ",2016,Angga Dwimas Sasongko
The Promise,"
Thriller            ",2016,Bambang Drias
Cado Cado: Doctor 101,"
Comedy, Drama, Romance            ",2016,Ifa Isfansyah
Ini Kisah Tiga Dara,"
Drama, Musical, Romance            ",2016,Nia Di Nata
Gila Jiwa: Illogically Sane,"
Drama            ",2016,Ria Irawan
Bulan Terbelah di Langit Amerika 2,"
Adventure, Drama            ",2016,Rizal Mantovani
Rumah Malaikat,"
Horror            ",2016,Billy Christian
Ah... I'm Falling in Love,"
Drama            ",2016,Garin Nugroho
Hangout,"
Comedy, Thriller            ",2016,Raditya Dika
Check Store Next Door,"
Comedy, Drama, Family            ",2016,Ernest Prakasa
Sunya,"
Drama, Fantasy, Mystery            ",2016,Hari Suhariyadi
Pesantren Impian,"
Drama, Mystery, Thriller            ",2016,Ifa Isfansyah
Jingga,"
Drama            ",2016,Lola Amaria
The Fabulous Udin,"
Adventure, Comedy, Drama            ",2016,Herdanius Larobu
Dear Love,"
Drama, Romance            ",2016,Dedy Syah
Nyai: A Woman from Java,"
Drama            ",2016,Garin Nugroho
Apakah Cinta Sudah Mati,"
Fantasy            ",2016,Jeremy Ivander
Me vs. Mami,"
Comedy            ",2016,Ody C. Harahap
Shy Shy Cat,"
Comedy, Drama            ",2016,Monty Tiwa
Pinky Promise,"
Comedy, Drama            ",2016,Guntur Soeharjanto
Turah,"
Drama            ",2016,Wicaksono Wisnu Legowo
Winter in Tokyo,"
Romance            ",2016,Fajar Bustomi
Senjakala di Manado,"
Comedy, Drama            ",2016,Ray Sahetapy
Cinta Laki-Laki Biasa,"
Drama            ",2016,Guntur Soeharjanto
Ziarah,"
Drama            ",2016,B.W. Purba Negara
Aku Ingin Ibu Pulang,"
Drama, Family            ",2016,Monty Tiwa
Aisyah: Biarkan Kami Bersaudara,"
Drama            ",2016,Herwin Novianto
Bangkit!,"
Action, Drama, Sci-Fi            ",2016,Rako Prijanto
Wonderful Life,"
Drama            ",2016,Agus Makkie
Pasukan Garuda: I Leave My Heart in Lebanon,"
Action, Drama, War            ",2016,Benni Setiawan
